Title,City,Filed As,Verdict,Action,Re-filed To,Reason,Note
Sunday Siargao (Cafe and Pool),Cloud 9,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Cafe Kokomo,Cloud 9,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Masala Siargao,Cloud 9,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Fin & Fin Beach Shack,Cloud 9,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
"Goodies - Cafe, Restaurant Bar & Eco Shop",Cloud 9,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
/WEEK ·END/ Café,Cloud 9,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
CEV: Ceviche & Kinilaw Shack,Cloud 9,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Mr. Turtle Siargao,Cloud 9,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Happiness Beach Bar Siargao,Cloud 9,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Las Barricas Siargao,Cloud 9,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Munchies @ Jacking Horse Trail Gen. Luna Siargao,Cloud 9,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Coastal Grounds Coffee Siargao,Cloud 9,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Kayaha Grill Siargao,Cloud 9,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Wave Cafe,Cloud 9,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Al's Beach Pizza Siargao,Cloud 9,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Bravo Restaurant,Cloud 9,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
The Ohm Café: All-Day Dining & Poolside Cocktails,Cloud 9,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Outer Cafe,Cloud 9,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Kurvada,Cloud 9,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Kawayan Gourmand French Bakery,Cloud 9,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Bawud Cafe Siargao,Cloud 9,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
POP UP BAR SIARGAO,Cloud 9,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Lamari Siargao Boutique Hotel,Cloud 9,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Subay Burger,Cloud 9,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Nami,Cloud 9,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Nohara Beach Resort,Cloud 9,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Surf Coach Siargao SPF All levels,Cloud 9,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Warung Siargao Indonesian Restaurant,Cloud 9,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Mama Coco Siargao,Cloud 9,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Hakata Ramen,Cloud 9,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Secreto Restaurant & Cocktails Siargao,Cloud 9,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Hey Babe BBQ,Cloud 9,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Greenhouse Cafe and Restaurant,Cloud 9,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Coffee Stroll Siargao,Cloud 9,cafes,REVIEW,keep,cafes,no rule for amenity 'cafes',uncertain — kept by default
Vedya Siargao,Cloud 9,cafes,REVIEW,keep,cafes,no rule for amenity 'cafes',uncertain — kept by default
Saint Thomas Coffee,Cloud 9,cafes,REVIEW,keep,cafes,no rule for amenity 'cafes',uncertain — kept by default
Kanaway Snack Bar,Cloud 9,cafes,REVIEW,keep,cafes,no rule for amenity 'cafes',uncertain — kept by default
Siargao Books Cafe,Cloud 9,cafes,REVIEW,keep,cafes,no rule for amenity 'cafes',uncertain — kept by default
Spotted Pig Cafe,Cloud 9,cafes,REVIEW,keep,cafes,no rule for amenity 'cafes',uncertain — kept by default
Cocomo and Wave - Siargao,Cloud 9,cafes,REVIEW,keep,cafes,no rule for amenity 'cafes',uncertain — kept by default
The Soul Shack,Cloud 9,cafes,REVIEW,keep,cafes,no rule for amenity 'cafes',uncertain — kept by default
WHITE BEARD COFFEE SHOP GENERAL LUNA BRANCH,Cloud 9,cafes,REVIEW,keep,cafes,no rule for amenity 'cafes',uncertain — kept by default
Siargao Corner Cafe,Cloud 9,cafes,REVIEW,keep,cafes,no rule for amenity 'cafes',uncertain — kept by default
Yogi - Siargao Yogurt House,Cloud 9,cafes,REVIEW,keep,cafes,no rule for amenity 'cafes',uncertain — kept by default
MUJO Ice Bath,Cloud 9,cafes,REVIEW,keep,cafes,no rule for amenity 'cafes',uncertain — kept by default
Tom N Toms Coffee - Siargao,Cloud 9,cafes,REVIEW,keep,cafes,no rule for amenity 'cafes',uncertain — kept by default
Shava Smoothie Bowls,Cloud 9,cafes,REVIEW,keep,cafes,no rule for amenity 'cafes',uncertain — kept by default
Siargao Surf Academy,Cloud 9,cafes,REVIEW,keep,cafes,no rule for amenity 'cafes',uncertain — kept by default
KS Boardriders Surf Shop,Cloud 9,cafes,REVIEW,keep,cafes,no rule for amenity 'cafes',uncertain — kept by default
Coco Space | Siargao Coworking Space & Community,Cloud 9,cafes,REVIEW,keep,cafes,no rule for amenity 'cafes',uncertain — kept by default
CFC,Cloud 9,cafes,REVIEW,keep,cafes,no rule for amenity 'cafes',uncertain — kept by default
Amihan Siargao Bungalows,Cloud 9,cafes,REVIEW,keep,cafes,no rule for amenity 'cafes',uncertain — kept by default
JT's Manukan Grille General Luna,Cloud 9,cafes,REVIEW,keep,cafes,no rule for amenity 'cafes',uncertain — kept by default
L'Osteria Ristorante Italiano - Luxe B&B,Cloud 9,cafes,REVIEW,keep,cafes,no rule for amenity 'cafes',uncertain — kept by default
Island Tattoo & Piercing Studio,Cloud 9,cafes,REVIEW,keep,cafes,no rule for amenity 'cafes',uncertain — kept by default
Siargao Villa Bamboo House,Cloud 9,cafes,REVIEW,keep,cafes,no rule for amenity 'cafes',uncertain — kept by default
Tatea,Cloud 9,cafes,REVIEW,keep,cafes,no rule for amenity 'cafes',uncertain — kept by default
The Smoking Joint BBQ Siargao,Cloud 9,cafes,REVIEW,keep,cafes,no rule for amenity 'cafes',uncertain — kept by default
Colz Travel & Tours - Siargao,Cloud 9,tours,REVIEW,keep,tours,no rule for amenity 'tours',uncertain — kept by default
Kiangel's Surf Siargao Travel and Tours,Cloud 9,tours,REVIEW,keep,tours,no rule for amenity 'tours',uncertain — kept by default
Siargao Island Hopping,Cloud 9,tours,REVIEW,keep,tours,no rule for amenity 'tours',uncertain — kept by default
My Siargao Guide -Tour Operator - Island Hopping / Land Tours / Private and Joiners tours,Cloud 9,tours,REVIEW,keep,tours,no rule for amenity 'tours',uncertain — kept by default
Ocean Tribe Dive Center,Cloud 9,dive shops,REVIEW,keep,dive shops,no rule for amenity 'dive shops',uncertain — kept by default
OZEN Freediving Siargao,Cloud 9,dive shops,REVIEW,keep,dive shops,no rule for amenity 'dive shops',uncertain — kept by default
Palaka Siargao Dive Center,Cloud 9,dive shops,REVIEW,keep,dive shops,no rule for amenity 'dive shops',uncertain — kept by default
"Vultun Massage Spa and Home Service, Pilates, & Surf",Cloud 9,dive shops,REVIEW,keep,dive shops,no rule for amenity 'dive shops',uncertain — kept by default
eMotion Siargao,Cloud 9,dive shops,REVIEW,keep,dive shops,no rule for amenity 'dive shops',uncertain — kept by default
Siargao Divers Club,Cloud 9,dive shops,REVIEW,keep,dive shops,no rule for amenity 'dive shops',uncertain — kept by default
Last Chance,Cloud 9,bars,REVIEW,keep,bars,no rule for amenity 'bars',uncertain — kept by default
BARREL: Beachfront Sports Bar (Siargao),Cloud 9,bars,REVIEW,keep,bars,no rule for amenity 'bars',uncertain — kept by default
Siargao Beach Club,Cloud 9,bars,REVIEW,keep,bars,no rule for amenity 'bars',uncertain — kept by default
Barbosa Siargao,Cloud 9,bars,REVIEW,keep,bars,no rule for amenity 'bars',uncertain — kept by default
Fayeyeh Bar,Cloud 9,bars,REVIEW,keep,bars,no rule for amenity 'bars',uncertain — kept by default
Manu,Cloud 9,bars,REVIEW,keep,bars,no rule for amenity 'bars',uncertain — kept by default
Hightide Restobar Siargao,Cloud 9,bars,REVIEW,keep,bars,no rule for amenity 'bars',uncertain — kept by default
El Lobo Siargao,Cloud 9,nightlife,REVIEW,keep,nightlife,no rule for amenity 'nightlife',uncertain — kept by default
Zicatela Siargao,Cloud 9,nightlife,REVIEW,keep,nightlife,no rule for amenity 'nightlife',uncertain — kept by default
Kansilad Beach Resort,Enchanted River,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Bao-bao Falls,Enchanted River,cafes,REVIEW,keep,cafes,no rule for amenity 'cafes',uncertain — kept by default
MyLove Siargao Village,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Sunset Surf Hostel Siargao,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Siargao Tropic Hostel,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Cuadro Inn,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Matcha Hostel,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Kawayan Hostel,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Dream Catcher Nipas,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Tropico Inn Siargao (Hotel),General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Strangers Inn&Bar,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Kayan Siargao,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Alpas Siargao,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Mazawa Siargao,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Smith Inn and Restaurant,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Pangandoy Homestay,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Balay Hayahay,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Katana Private Residence,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Location of Alcove Verde,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Vivo Inn Siargao,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Araw Boutique,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Tranquil Villa Siargao,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Anantha Wellness Sanctuary,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Surfer's Hostel,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Butang Hostel Siargao,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Barrio Francisco Hostel Siargao,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Angelica's Hostel,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Malayah Siargao,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Bed and Bunk Siargao,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Paglaom Hostel,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Jaydy Hostel,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Kanto Hostel,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Sudla Siargao Hostel,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Little Mirrors Backpackers,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Paradiso Hostel,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Pungko Homestay Siargao,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Hostel Bajala Siargao,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Three Little Birds - Surf Hostel,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Pointbreak Homestay,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Presko Siargao,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
El Lobo Hostel,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Point F Siargao,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Casa Kaya Hostel,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Rembert Homestay,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
May Ann Homestay,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Isla Casita Siargao Homestay,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
DODONG HOMESTAY 2,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
The Smiling Pig Hostel,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Communal Coliving | Siargao Coliving for Digital Nomads,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
PREMIERE HAVEN HOSTEL SIARGAO,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Kysia Beach Inn Siargao,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Yara Homestay Siargao,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Moringa Private Room,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Theresa.Siargao,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Drift Siargao,General Luna,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Diwa Siargao,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Patrick's on the Beach Resort & Restaurant Siargao,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Romantic Beach Villas,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Bravo Beach Resort Siargao,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Flo Island Home,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Dahun Villas Siargao,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Big Waves Boutique Hotel,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Mera's Garden Siargao,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
3Kid’s Homestay,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Secret Spot Siargao Eco-Homestay,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Journeyy INN,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Fazzah de Siargao,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Copacabana Siargao | Boutique Hotel + Artcafé,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Ronaldo's Inn Siargao by Cocotel,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
LOVE BK siargao tourist inn,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Little Nap Inn,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Malipaya,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Buddha Resort,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Purok 5 Tourism Road Siargao,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
KASIKAS Homestay,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
PEPAYEN Homestay,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Matam-is Cafe & Homestay,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Yay Lodge & Spa,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Forever Siargao,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Siargao Sunrise Villa,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Soeliana Resort,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Lisuga Hotel,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Wayans Siargao Homestay,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Single Fin Siargao,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
MAHAJAB Homestay SIARGAO,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Retreat Siargao Resort Corp.,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Terra Siargao,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Isola Del Sole Villas And Resort,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Tavace Retreat Homestay,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
General’s Hideout Siargao,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Villa Gumamela Siargao,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Puyo Suites,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Cherinicole Beach Resort,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Alapaap Siargao,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Casetta HomeStay,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
DG's HOMESTAY,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
DRB Siargao Room Apartments Homestay,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Bahandi Hotel,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Big Papa Surf Homestay,General Luna,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Angelito's Beach House,General Luna,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
Villa Cali Siargao,General Luna,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
Las Palmas Villas and Casitas,General Luna,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
Cogon Tropical Resort,General Luna,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
CARACOA,General Luna,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
Bulan Villas,General Luna,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
The Henry Resort at Kermit Siargao,General Luna,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
Happiness Beach Resort Siargao,General Luna,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
Soultribe Beach Retreat,General Luna,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
Inbox Siargao Resort,General Luna,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
Casa de Loren,General Luna,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
Blauset Two,General Luna,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
"INARA SIARGAO, BEACH RESORT",General Luna,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
Sunlit Hostel Siargao,General Luna,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
EME's APARTELLE,General Luna,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
Nay Palad Hideaway,General Luna,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
La Luna Island Resort,General Luna,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
Mango Tree Siargao,General Luna,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
Palaka Resort,General Luna,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
EPBliss Resort,General Luna,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
Arka Hayahay Surf and Beach Resort,General Luna,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
Haven Suites Siargao,General Luna,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
Sea Green Boutique Rooms,General Luna,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
Ferra Resort Siargao,General Luna,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
Malinao View Beach Resort,General Luna,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
Lagkaw Siargao Villas Beach Resort,General Luna,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
Prana Siargao Resort,General Luna,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
L'Osteria Oceanfront Designer Suite,General Luna,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
Luna Tres Homestay Siargao,General Luna,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
Sandy Feet Siargao,General Luna,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
Island Pacific Villas,General Luna,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
Takbo Beach Resort,General Luna,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
Villa Felicisima Beach Resort,General Luna,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
The Village Siargao,General Luna,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
Bayud Boutique Resort,General Luna,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
Mantaray Siargao Villa,General Luna,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
Dahun Villas Siargao,General Luna,bed and breakfast,REVIEW,keep,bed and breakfast,no rule for amenity 'bed and breakfast',uncertain — kept by default
Manoy's Lair IAO,General Luna,bed and breakfast,REVIEW,keep,bed and breakfast,no rule for amenity 'bed and breakfast',uncertain — kept by default
WADI Huts,General Luna,bed and breakfast,REVIEW,keep,bed and breakfast,no rule for amenity 'bed and breakfast',uncertain — kept by default
Verde Bungalows,General Luna,bed and breakfast,REVIEW,keep,bed and breakfast,no rule for amenity 'bed and breakfast',uncertain — kept by default
Jacking Horse Homestay,General Luna,bed and breakfast,REVIEW,keep,bed and breakfast,no rule for amenity 'bed and breakfast',uncertain — kept by default
Lubihan Siargao,General Luna,bed and breakfast,REVIEW,keep,bed and breakfast,no rule for amenity 'bed and breakfast',uncertain — kept by default
Casa Basa Siargao,General Luna,bed and breakfast,REVIEW,keep,bed and breakfast,no rule for amenity 'bed and breakfast',uncertain — kept by default
Aggehanan Beach Resort,General Luna,bed and breakfast,REVIEW,keep,bed and breakfast,no rule for amenity 'bed and breakfast',uncertain — kept by default
The Kaza Siargao Boutique Hotel,General Luna,bed and breakfast,REVIEW,keep,bed and breakfast,no rule for amenity 'bed and breakfast',uncertain — kept by default
Charms Angels Homestay by RedDoorz,General Luna,bed and breakfast,REVIEW,keep,bed and breakfast,no rule for amenity 'bed and breakfast',uncertain — kept by default
Hapitanan Siargao,General Luna,bed and breakfast,REVIEW,keep,bed and breakfast,no rule for amenity 'bed and breakfast',uncertain — kept by default
Schönhouse Villa Siargao,General Luna,bed and breakfast,REVIEW,keep,bed and breakfast,no rule for amenity 'bed and breakfast',uncertain — kept by default
UNLTD Siargao,General Luna,bed and breakfast,REVIEW,keep,bed and breakfast,no rule for amenity 'bed and breakfast',uncertain — kept by default
Siargao Residency,General Luna,bed and breakfast,REVIEW,keep,bed and breakfast,no rule for amenity 'bed and breakfast',uncertain — kept by default
Kalo Villa Siargao,General Luna,bed and breakfast,REVIEW,keep,bed and breakfast,no rule for amenity 'bed and breakfast',uncertain — kept by default
Auntie’s Place aka Takbo Fab Guest House,General Luna,bed and breakfast,REVIEW,keep,bed and breakfast,no rule for amenity 'bed and breakfast',uncertain — kept by default
MaverickK Inn Siargao,General Luna,bed and breakfast,REVIEW,keep,bed and breakfast,no rule for amenity 'bed and breakfast',uncertain — kept by default
OHANA Guesthouse,General Luna,bed and breakfast,REVIEW,keep,bed and breakfast,no rule for amenity 'bed and breakfast',uncertain — kept by default
TOBY HOUSE SIARGAO,General Luna,bed and breakfast,REVIEW,keep,bed and breakfast,no rule for amenity 'bed and breakfast',uncertain — kept by default
Maharlika Siargao,General Luna,bed and breakfast,REVIEW,keep,bed and breakfast,no rule for amenity 'bed and breakfast',uncertain — kept by default
